ID,ndtv_tn_wordnet
1409,"[['cyclone', 'depression', 0.8571428571428571], ['tamil', 'tamil', 1.0], ['storm', 'rain', 0.7777777777777778], ['rain', 'rain', 1.0], ['escalate', 'tree', 0.5], ['heavy', 'heavy', 1.0], ['fisherman', 'fisherman', 1.0], ['alert', 'warn', 0.9090909090909091], ['dead', 'hours', 0.7692307692307693], ['likely', 'likely', 1.0], ['colony', 'center', 0.875], ['forecaster', 'black', 0.6666666666666666], ['depression', 'depression', 1.0], ['tree', 'tree', 1.0], ['snap', 'venture', 0.8888888888888888], ['bay', 'bay', 1.0], ['maroon', 'isolated', 0.9090909090909091], ['wind', 'weave', 1.0], ['look', 'expect', 1.0], ['warn', 'warn', 1.0], ['coastal', 'coastal', 1.0], ['causing', 'line', 0.7692307692307693], ['warn', 'warn', 1.0], ['damage', 'damage', 1.0], ['seashore', 'landfall', 0.9230769230769231], ['damage', 'damage', 1.0], ['trip', 'fall', 0.9473684210526315], ['line', 'line', 1.0], ['sea', 'bay', 0.8], ['miss', 'damage', 0.7142857142857143], ['class', 'center', 0.9090909090909091], ['worst', 'parts', 0.875], ['close', 'line', 0.7692307692307693], ['school', 'house', 0.875], ['turn', 'parts', 0.9411764705882353], ['people', 'following', 0.8888888888888888], ['high', 'topographic_point', 0.9230769230769231], ['rescue', 'line', 0.7142857142857143], ['head', 'line', 0.9411764705882353], ['moved', 'state', 0.8], ['parts', 'parts', 1.0], ['district', 'state', 0.8571428571428571], ['continue', 'following', 0.6666666666666666], ['near', 'heavy', 0.3333333333333333], ['die', 'fall', 0.8571428571428571], ['leave', 'reach', 0.8], ['near', 'heavy', 0.3333333333333333], ['power', 'state', 0.9411764705882353], ['name', 'house', 0.8888888888888888], ['state', 'state', 1.0], ['live', 'heavy', 0.5], ['update', 'warn', 0.8], ['today', 'hours', 0.7272727272727273]]"
1410,"[['rain', 'rain', 1.0], ['cyclone', 'depression', 0.8571428571428571], ['tamil', 'tamil', 1.0], ['fisherman', 'fisherman', 1.0], ['warn', 'warn', 1.0], ['red', 'parts', 0.7692307692307693], ['heavy', 'heavy', 1.0], ['dead', 'hours', 0.7692307692307693], ['forecaster', 'black', 0.6666666666666666], ['sea', 'bay', 0.8], ['intensified', 'branch', 0.6666666666666666], ['tons', 'deluge', 0.7692307692307693], ['maroon', 'isolated', 0.9090909090909091], ['storm', 'rain', 0.7777777777777778], ['look', 'expect', 1.0], ['cause', 'venture', 0.9473684210526315], ['warn', 'warn', 1.0], ['rescue', 'line', 0.7142857142857143], ['seashore', 'landfall', 0.9230769230769231], ['trip', 'fall', 0.9473684210526315], ['class', 'center', 0.9090909090909091], ['worst', 'parts', 0.875], ['close', 'line', 0.7692307692307693], ['school', 'house', 0.875], ['high', 'topographic_point', 0.9230769230769231], ['rescue', 'line', 0.7142857142857143], ['travel', 'fall', 0.9333333333333333], ['parts', 'parts', 1.0], ['likely', 'likely', 1.0], ['least', 'parts', 0.8695652173913043], ['leave', 'reach', 0.8], ['near', 'heavy', 0.3333333333333333], ['name', 'house', 0.8888888888888888], ['state', 'state', 1.0], ['people', 'following', 0.8888888888888888], ['today', 'hours', 0.7272727272727273]]"
1411,"[['case', 'case', 1.0], ['sedition', 'crime', 0.9], ['riot', 'state', 0.8], ['clang', 'report', 0.875], ['register', 'register', 1.0], ['high', 'high', 1.0], ['group', 'world', 0.8571428571428571], ['agency', 'agency', 1.0], ['crime', 'crime', 1.0], ['data', 'data', 1.0], ['include', 'gain', 0.6666666666666666], ['tamil', 'case', 0.6], ['state', 'state', 1.0], ['entire', 'world', 0.6875], ['lockup', 'pornography', 0.75], ['disappearance', 'death', 0.8571428571428571], ['disappear', 'high', 0.5], ['gujarat', 'state', 0.9411764705882353], ['remand', 'figure', 0.8], ['number', 'number', 1.0], ['record', 'register', 1.0], ['year', 'age', 0.8333333333333334], ['record', 'register', 1.0], ['assam', 'state', 0.9411764705882353], ['follow', 'follow', 1.0], ['let_go_of', 'high', 0.5], ['punjab', 'property', 0.8571428571428571], ['bihar', 'state', 0.9411764705882353], ['report', 'report', 1.0], ['west', 'black', 0.9166666666666666], ['die', 'sheet', 0.7142857142857143], ['cent', 'number', 0.6153846153846154], ['topographic_point', 'high', 0.9230769230769231], ['harmonize', 'deal', 0.5714285714285714], ['take', 'deal', 1.0], ['police', 'police', 1.0], ['election', 'state', 0.8], ['election', 'state', 0.8], ['national', 'case', 0.75], ['update', 'report', 0.8], ['people', 'world', 0.8888888888888888], ['last', 'death', 1.0], ['agenda', 'property', 0.75], ['chirrup', 'report', 0.8], ['seating', 'thanks', 0.8235294117647058], ['general', 'case', 0.8571428571428571], ['get', 'thanks', 0.8235294117647058], ['news', 'report', 0.9230769230769231]]"
1412,"[['temple', 'temple', 1.0], ['visit', 'see', 1.0], ['mislead', 'explain', 0.8], ['gandhi', 'gandhi', 1.0], ['come', 'see', 0.8571428571428571], ['december', 'first', 0.46153846153846156], ['union', 'state', 0.8888888888888888], ['vote', 'claim', 0.8695652173913043], ['trick', 'show', 0.8571428571428571], ['misjudge', 'name', 0.4], ['mind', 'idea', 1.0], ['rehearse', 'name', 0.4], ['hypocrisy', 'hypocrisy', 1.0], ['travel', 'trip', 1.0], ['think', 'remember', 1.0], ['christian', 'image', 0.7058823529411765], ['gain', 'keep', 0.7142857142857143], ['know', 'see', 0.8571428571428571], ['happen', 'name', 0.5], ['hit', 'communication', 0.7692307692307693], ['curate', 'curate', 1.0], ['count', 'autopsy', 0.8421052631578947], ['world', 'idea', 0.7692307692307693], ['muslim', 'image', 0.7058823529411765], ['phase', 'state', 0.9333333333333333], ['militant', 'image', 0.6666666666666666], ['leadership', 'medium', 0.8], ['answer', 'oppose', 0.8333333333333334], ['religion', 'mainstream', 0.8], ['voter', 'image', 0.6666666666666666], ['state', 'state', 1.0], ['religious', 'image', 0.7058823529411765], ['residence', 'address', 0.9333333333333333], ['whole', 'fact', 0.875], ['election', 'state', 0.8], ['look', 'see', 1.0], ['play', 'show', 0.9230769230769231], ['contest', 'oppose', 0.9333333333333333], ['refer', 'name', 1.0], ['visit', 'see', 1.0], ['personal', 'original', 0.7058823529411765], ['gandhi', 'gandhi', 1.0], ['mister', 'name', 0.8], ['question', 'question', 1.0], ['travel', 'trip', 1.0], ['try', 'medium', 0.8], ['person', 'image', 0.8], ['reporter', 'image', 0.7058823529411765], ['hit', 'communication', 0.7692307692307693], ['visit', 'see', 1.0], ['make', 'name', 1.0], ['close', 'book', 0.8571428571428571], ['far', 'jemaah_islamiyah', 0.875], ['issue', 'write', 0.8888888888888888], ['polls', 'autopsy', 0.8], ['assorted', 'see', 0.8571428571428571], ['add', 'state', 0.8], ['visit', 'see', 1.0], ['file', 'register', 1.0], ['case', 'fact', 0.9230769230769231], ['state', 'state', 1.0], ['state', 'state', 1.0], ['election', 'state', 0.8]]"
1413,"[['telecommunication', 'telecommunication', 1.0], ['undertaking', 'undertaking', 1.0], ['phase', 'phase', 1.0], ['operator', 'operator', 1.0], ['optical', 'optical', 1.0], ['fiber', 'drive', 0.8], ['hot_spot', 'hot_spot', 1.0], ['rural', 'rural', 1.0], ['hundred_thousand', 'hundred_thousand', 1.0], ['bandwidth', 'bandwidth', 1.0], ['roentgen', 'roentgen', 1.0], ['government', 'government', 1.0], ['supply', 'add', 1.0], ['services', 'services', 1.0], ['cent', 'cent', 1.0], ['axial_rotation', 'axial_rotation', 1.0], ['internet', 'wireless_local_area_network', 0.8571428571428571], ['support', 'support', 1.0], ['buy', 'buy', 1.0], ['area', 'area', 1.0], ['purpose', 'use', 1.0], ['exchange', 'exchange', 1.0], ['add', 'add', 1.0], ['state', 'state', 1.0], ['state', 'state', 1.0], ['connection', 'connection', 1.0], ['start', 'exchange', 0.8235294117647058], ['cost', 'cost', 1.0], ['launch', 'launch', 1.0], ['entire', 'entire', 1.0], ['feasible', 'feasible', 1.0], ['viability', 'viability', 1.0], ['megabit', 'megabit', 1.0], ['commercially', 'commercially', 1.0], ['spending', 'spending', 1.0], ['domestically', 'domestically', 1.0], ['march', 'roll', 0.8695652173913043], ['secretary', 'secretary', 1.0], ['grid', 'support', 0.7777777777777778], ['footprint', 'footprint', 1.0], ['cellular', 'cellular', 1.0], ['partial', 'partial', 1.0], ['interested', 'interested', 1.0], ['intensive', 'intensive', 1.0], ['competition', 'competition', 1.0], ['estimate', 'estimate', 1.0], ['drive', 'drive', 1.0], ['second', 'second', 1.0], ['roll', 'axial_rotation', 1.0], ['cheap', 'cheap', 1.0], ['player', 'player', 1.0], ['reliance', 'state', 0.8], ['manufacture', 'manufacture', 1.0], ['india', 'state', 0.8888888888888888], ['sell', 'sell', 1.0], ['merchandise', 'merchandise', 1.0], ['cover', 'cover', 1.0]]"
1414,"[['philippines', 'philippines', 1.0], ['east', 'side', 0.7272727272727273], ['intensify', 'premier', 0.4], ['acme', 'acme', 1.0], ['region', 'side', 0.9230769230769231], ['committedness', 'state', 0.6], ['symbolize', 'express', 0.8235294117647058], ['summit', 'acme', 1.0], ['visit', 'visit', 1.0], ['population', 'foundation', 0.8181818181818182], ['part', 'matter', 0.9090909090909091], ['member', 'side', 0.8571428571428571], ['entire', 'cardinal', 0.6428571428571429], ['trade', 'trade', 1.0], ['bilateral', 'bilateral', 1.0], ['premier', 'premier', 1.0], ['november', 'leave', 0.6666666666666666], ['fiftieth', 'leadership', 0.7692307692307693], ['participate', 'premier', 0.5], ['interaction', 'work', 0.8], ['look', 'attend', 1.0], ['dollar', 'input', 0.7272727272727273], ['state', 'express', 1.0], ['curate', 'curate', 1.0], ['connect', 'input', 0.75], ['departure', 'leave', 0.9230769230769231], ['meeting', 'meeting', 1.0], ['group', 'meeting', 0.8571428571428571], ['return', 'issue', 1.0], ['unite', 'tense', 0.5714285714285714], ['comprehensive', 'discourse', 0.8], ['particular', 'input', 0.7692307692307693], ['battle', 'work', 0.8], ['get_down', 'issue', 0.8], ['program', 'schedule', 0.9333333333333333], ['engagement', 'work', 0.9411764705882353], ['estimate', 'report', 0.9333333333333333], ['state', 'express', 1.0], ['visit', 'visit', 1.0], ['travel', 'foundation', 0.7368421052631579], ['relationship', 'relationship', 1.0], ['celebration', 'sideline', 0.8235294117647058], ['besides', 'besides', 1.0], ['partnership', 'relationship', 0.8888888888888888], ['look', 'attend', 1.0], ['meeting', 'meeting', 1.0], ['focus', 'topographic_point', 0.8333333333333334], ['autopsy', 'review', 0.9], ['policy', 'schedule', 0.8235294117647058], ['investing', 'investing', 1.0], ['regional', 'regional', 1.0], ['necktie', 'foundation', 0.8181818181818182], ['community', 'community', 1.0], ['attend', 'attend', 1.0], ['business', 'trade', 0.9565217391304348], ['india', 'india', 1.0]]"
1415,"[['rice', 'official', 0.6], ['philippines', 'philippines', 1.0], ['research', 'undertaking', 0.8235294117647058], ['manila', 'manila', 1.0], ['asia', 'asia', 1.0], ['investing', 'put', 1.0], ['summit', 'acme', 1.0], ['trade', 'trade', 1.0], ['india', 'india', 1.0], ['visit', 'see', 1.0], ['east', 'east', 1.0], ['attend', 'see', 1.0], ['unite', 'quadrilateral', 0.5], ['cent', 'region', 0.46153846153846156], ['institute', 'alliance', 0.7692307692307693], ['population', 'asia', 0.8], ['center', 'focus', 1.0], ['autopsy', 'undertaking', 0.7777777777777778], ['farmer', 'official', 0.6666666666666666], ['community', 'alliance', 0.8571428571428571], ['entire', 'official', 0.631578947368421], ['business', 'trade', 0.9565217391304348], ['acme', 'acme', 1.0], ['bilateral', 'bilateral', 1.0], ['diversification', 'state', 0.8], ['arrive', 'quadrilateral', 0.5], ['scarcity', 'tone', 0.5714285714285714], ['productiveness', 'tone', 0.7272727272727273], ['enhancement', 'meeting', 0.6666666666666666], ['seed', 'put', 0.8], ['international', 'edition', 0.46153846153846156], ['constitute', 'undertaking', 0.75], ['account', 'edge', 0.8235294117647058], ['reduce', 'keep', 0.7272727272727273], ['lend', 'meeting', 0.5714285714285714], ['development', 'region', 0.8333333333333334], ['skill', 'focus', 0.6666666666666666], ['scientist', 'official', 0.7058823529411765], ['enhance', 'quadrilateral', 0.3333333333333333], ['bloc', 'alliance', 0.9230769230769231], ['india', 'india', 1.0], ['represent', 'state', 0.8], ['reception', 'meeting', 0.8], ['meeting', 'meeting', 1.0], ['merchandise', 'trade', 1.0], ['gross', 'keep', 0.7142857142857143], ['proposal', 'alliance', 0.7142857142857143], ['leadership', 'undertaking', 0.8], ['production', 'read', 0.8235294117647058], ['comprehensive', 'discussion', 0.8], ['support', 'keep', 1.0], ['value', 'respect', 1.0], ['estimate', 'respect', 0.9230769230769231], ['asian', 'japanese', 0.9473684210526315], ['addition', 'region', 0.8], ['overall', 'necktie', 0.7619047619047619], ['approve', 'expected', 0.6666666666666666], ['headquarters', 'state', 0.75], ['domestic', 'official', 0.631578947368421], ['stand', 'battle', 0.8235294117647058], ['association', 'alliance', 0.8333333333333334]]"
1416,"[['telecommunication', 'telecommunication', 1.0], ['undertaking', 'undertaking', 1.0], ['phase', 'phase', 1.0], ['operator', 'operator', 1.0], ['optical', 'optical', 1.0], ['fiber', 'drive', 0.8], ['hot_spot', 'hot_spot', 1.0], ['rural', 'rural', 1.0], ['hundred_thousand', 'hundred_thousand', 1.0], ['bandwidth', 'bandwidth', 1.0], ['roentgen', 'roentgen', 1.0], ['government', 'government', 1.0], ['supply', 'add', 1.0], ['services', 'services', 1.0], ['cent', 'cent', 1.0], ['axial_rotation', 'axial_rotation', 1.0], ['internet', 'wireless_local_area_network', 0.8571428571428571], ['support', 'support', 1.0], ['buy', 'buy', 1.0], ['area', 'area', 1.0], ['purpose', 'use', 1.0], ['exchange', 'exchange', 1.0], ['add', 'add', 1.0], ['state', 'state', 1.0], ['state', 'state', 1.0], ['connection', 'connection', 1.0], ['start', 'exchange', 0.8235294117647058], ['cost', 'cost', 1.0], ['launch', 'launch', 1.0], ['entire', 'entire', 1.0], ['feasible', 'feasible', 1.0], ['viability', 'viability', 1.0], ['megabit', 'megabit', 1.0], ['commercially', 'commercially', 1.0], ['spending', 'spending', 1.0], ['domestically', 'domestically', 1.0], ['march', 'roll', 0.8695652173913043], ['secretary', 'secretary', 1.0], ['grid', 'support', 0.7777777777777778], ['footprint', 'footprint', 1.0], ['cellular', 'cellular', 1.0], ['partial', 'partial', 1.0], ['interested', 'interested', 1.0], ['intensive', 'intensive', 1.0], ['competition', 'competition', 1.0], ['estimate', 'estimate', 1.0], ['drive', 'drive', 1.0], ['second', 'second', 1.0], ['roll', 'axial_rotation', 1.0], ['cheap', 'cheap', 1.0], ['player', 'player', 1.0], ['reliance', 'state', 0.8], ['manufacture', 'manufacture', 1.0], ['india', 'state', 0.8888888888888888], ['sell', 'sell', 1.0], ['merchandise', 'merchandise', 1.0], ['cover', 'cover', 1.0]]"
1417,"[['rice', 'japanese', 0.5714285714285714], ['philippines', 'philippines', 1.0], ['research', 'work', 0.875], ['manila', 'manila', 1.0], ['asia', 'asia', 1.0], ['investing', 'visit', 0.5555555555555556], ['summit', 'acme', 1.0], ['trade', 'work', 0.875], ['india', 'india', 1.0], ['visit', 'visit', 1.0], ['east', 'asia', 0.9090909090909091], ['attend', 'south', 0.4], ['unite', 'work', 0.5714285714285714], ['cent', 'pace', 0.6666666666666666], ['institute', 'state', 0.6666666666666666], ['population', 'asia', 0.8], ['center', 'region', 0.8333333333333334], ['autopsy', 'autopsy', 1.0], ['farmer', 'japanese', 0.631578947368421], ['community', 'region', 0.8333333333333334], ['entire', 'cardinal', 0.6428571428571429], ['business', 'partnership', 0.9333333333333333], ['acme', 'acme', 1.0], ['diversification', 'move', 0.875], ['arrive', 'arrive', 1.0], ['scarcity', 'pace', 0.5714285714285714], ['productiveness', 'function', 0.6666666666666666], ['enhancement', 'move', 0.7777777777777778], ['seed', 'term', 0.7058823529411765], ['international', 'asia', 0.42857142857142855], ['constitute', 'propel', 0.5714285714285714], ['account', 'term', 0.8333333333333334], ['reduce', 'sideline', 0.75], ['lend', 'meet', 0.5714285714285714], ['development', 'growth', 1.0], ['skill', 'region', 0.6153846153846154], ['scientist', 'japanese', 0.6666666666666666], ['enhance', 'south', 0.3333333333333333], ['bloc', 'state', 0.6666666666666666], ['india', 'india', 1.0], ['represent', 'state', 0.8], ['reception', 'meeting', 0.8], ['meeting', 'meet', 1.0], ['merchandise', 'sideline', 0.875], ['gross', 'cardinal', 0.7142857142857143], ['proposal', 'praise', 0.7272727272727273], ['leadership', 'work', 0.8571428571428571], ['production', 'work', 0.9333333333333333], ['comprehensive', 'visit', 0.6666666666666666], ['support', 'work', 0.8571428571428571], ['value', 'praise', 0.8571428571428571], ['estimate', 'term', 0.8333333333333334], ['asian', 'japanese', 0.9473684210526315], ['addition', 'region', 0.8], ['overall', 'japan', 0.6666666666666666], ['approve', 'favor', 0.7272727272727273], ['headquarters', 'state', 0.75], ['domestic', 'japanese', 0.6], ['stand', 'growth', 0.8333333333333334], ['association', 'state', 0.8]]"
1418,"[['roentgen', 'roentgen', 1.0], ['worker', 'worker', 1.0], ['knife', 'last', 0.7368421052631579], ['worker', 'worker', 1.0], ['political', 'political', 1.0], ['bail', 'rush', 0.6956521739130435], ['murder', 'murder', 1.0], ['leave', 'acclaim', 0.7692307692307693], ['crisp', 'chop', 0.35294117647058826], ['police', 'police', 1.0], ['murder', 'murder', 1.0], ['motorbike', 'motorcycle', 1.0], ['kill', 'killing', 1.0], ['death', 'death', 1.0], ['weapon', 'last', 0.7777777777777778], ['old_age', 'life', 0.7692307692307693], ['car', 'car', 1.0], ['attack', 'attack', 1.0], ['violence', 'violence', 1.0], ['case', 'case', 1.0], ['member', 'associate', 0.9473684210526315], ['work_force', 'police', 0.8571428571428571], ['hit', 'murder', 1.0], ['hospital', 'hospital', 1.0], ['attacker', 'worker', 0.6666666666666666], ['angle', 'bend', 0.8571428571428571], ['incrimination', 'claim', 0.5882352941176471], ['cue', 'case', 0.7692307692307693], ['die', 'rein', 0.7], ['marxist', 'worker', 0.7058823529411765], ['front', 'chop', 0.8], ['accuse', 'accuse', 1.0], ['rival', 'worker', 0.7058823529411765], ['confirm', 'killing', 0.5], ['cell', 'state', 0.875], ['curb', 'deny', 0.9090909090909091], ['kill', 'killing', 1.0], ['mentor', 'worker', 0.7058823529411765], ['attacker', 'worker', 0.6666666666666666], ['district', 'town', 0.8571428571428571], ['killing', 'killing', 1.0], ['elements', 'state', 0.8], ['clang', 'case', 0.7142857142857143], ['militant', 'worker', 0.6666666666666666], ['identify', 'associate', 0.8], ['cause', 'case', 1.0], ['record', 'read', 1.0], ['supporter', 'associate', 0.9], ['party', 'engagement', 0.8], ['claim', 'claim', 1.0], ['protection', 'case', 0.875], ['young', 'worker', 0.75], ['history', 'life', 0.9333333333333333], ['details', 'case', 0.8571428571428571], ['front', 'chop', 0.8]]"
